causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count;causa_acidente_criterios;tipo_acidente_criterios;fase_dia_criterios;condicao_metereologica_criterios;tipo_veiculo_criterios
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Chuva;Automovel;Ileso;1;2;5;4;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Chuva;Automovel;Lesoes Leves;1;2;5;4;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Chuva;Caminhao;Ileso;4;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Chuva;Caminhao;Lesoes Leves;1;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Chuva;Micro-onibus;Ileso;1;2;5;4;2;4
Ausencia de sinalizacao;Saida de leito carrocavel;Anoitecer;Nublado;Caminhao;Ileso;2;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Anoitecer;Nublado;Caminhonete;Ileso;1;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Anoitecer;Nublado;Caminhonete;Lesoes Graves;1;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Anoitecer;Nublado;Caminhonete;Lesoes Leves;2;2;5;4;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Anoitecer;Nublado;Nao Informado;Ileso;4;2;5;4;2;3
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Automovel;Ileso;5;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;2;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao;Ileso;1;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao;Lesoes Graves;1;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;2;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhonete;Ileso;6;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;4;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;2;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhonete;Obito;2;2;5;2;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Micro-onibus;Lesoes Leves;9;2;5;2;1;4
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Motocicleta;Ileso;1;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;4;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;3;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Motocicleta;Obito;1;2;5;2;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Nao Informado;Ileso;1;2;5;2;1;3
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Nao Informado;Lesoes Leves;3;2;5;2;1;3
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ceu Claro;Utilitario;Ileso;5;2;5;2;1;3
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Chuva;Caminhao;Ileso;3;2;5;2;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Chuva;Caminhao;Lesoes Leves;1;2;5;2;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Chuva;Caminhao-trator;Ileso;2;2;5;2;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Leves;1;2;5;2;3;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ignorado;Automovel;Lesoes Graves;1;2;5;2;0;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Ignorado;Automovel;Lesoes Leves;6;2;5;2;0;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Nublado;Automovel;Ileso;5;2;5;2;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Nublado;Automovel;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Nublado;Motocicleta;Lesoes Graves;2;2;5;2;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Plena Noite;Nublado;Motocicleta;Obito;1;2;5;2;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Ileso;6;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;1;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;9;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Obito;1;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao;Ileso;1;2;5;1;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3;2;5;1;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1;2;5;1;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhonete;Ileso;3;2;5;1;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1;2;5;1;1;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;2;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;1;1;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Ileso;4;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Lesoes Leves;2;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Obito;1;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Caminhao;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Chuva;Caminhonete;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Ileso;2;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Lesoes Graves;4;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Lesoes Leves;3;2;5;1;2;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao-trator;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao-trator;Obito;1;2;5;1;2;2
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Sol;Automovel;Ileso;1;2;5;1;3;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Sol;Automovel;Lesoes Graves;7;2;5;1;3;1
Ausencia de sinalizacao;Saida de leito carrocavel;Pleno dia;Sol;Automovel;Obito;1;2;5;1;3;1
Ausencia de sinalizacao;Tombamento;Amanhecer;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;4;1;3
Ausencia de sinalizacao;Tombamento;Amanhecer;Ceu Claro;Motocicleta;Lesoes Leves;6;2;5;4;1;1
Ausencia de sinalizacao;Tombamento;Amanhecer;Ceu Claro;Motoneta;Ileso;1;2;5;4;1;3
Ausencia de sinalizacao;Tombamento;Amanhecer;Nublado;Automovel;Ileso;3;2;5;4;2;1
Ausencia de sinalizacao;Tombamento;Amanhecer;Nublado;Motocicleta;Obito;1;2;5;4;2;1
Ausencia de sinalizacao;Tombamento;Anoitecer;Ceu Claro;Automovel;Ileso;1;2;5;4;1;1
Ausencia de sinalizacao;Tombamento;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;4;1;1
Ausencia de sinalizacao;Tombamento;Anoitecer;Nublado;Automovel;Ileso;1;2;5;4;2;1
Ausencia de sinalizacao;Tombamento;Anoitecer;Nublado;Motocicleta;Lesoes Leves;1;2;5;4;2;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Automovel;Ileso;13;2;5;2;1;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Bicicleta;Lesoes Graves;1;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;2;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Bicicleta;Obito;1;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhao;Ileso;2;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;4;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhonete;Ileso;5;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;3;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;2;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Caminhonete;Obito;2;2;5;2;1;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Ileso;1;2;5;2;1;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;7;2;5;2;1;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;4;2;5;2;1;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Obito;2;2;5;2;1;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;1;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;2;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Nao Informado;Ileso;1;2;5;2;1;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ceu Claro;Semireboque;Ileso;1;2;5;2;1;5
Ausencia de sinalizacao;Tombamento;Plena Noite;Chuva;Caminhao-trator;Ileso;2;2;5;2;2;2
Ausencia de sinalizacao;Tombamento;Plena Noite;Chuva;Motocicleta;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Chuva;Motocicleta;Obito;1;2;5;2;2;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Chuva;Motoneta;Ileso;1;2;5;2;2;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Garoa/Chuvisco;Bicicleta;Obito;1;2;5;2;3;3
Ausencia de sinalizacao;Tombamento;Plena Noite;Ignorado;Automovel;Lesoes Leves;2;2;5;2;0;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Ignorado;Motocicleta;Lesoes Leves;2;2;5;2;0;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Nublado;Automovel;Ileso;1;2;5;2;2;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Nublado;Motocicleta;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Tombamento;Plena Noite;Nublado;Motocicleta;Obito;1;2;5;2;2;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Automovel;Ileso;15;2;5;1;1;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;1;1;3
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Caminhao;Ileso;2;2;5;1;1;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3;2;5;1;1;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2;2;5;1;1;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Caminhonete;Ileso;3;2;5;1;1;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;2;5;1;1;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;5;2;5;1;1;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;9;2;5;1;1;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1;2;5;1;1;3
Ausencia de sinalizacao;Tombamento;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;5;1;1;3
Ausencia de sinalizacao;Tombamento;Pleno dia;Chuva;Automovel;Obito;1;2;5;1;2;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Chuva;Caminhao;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;2;2;5;1;2;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhonete;Ileso;1;2;5;1;3;2
Ausencia de sinalizacao;Tombamento;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Nublado;Automovel;Ileso;1;2;5;1;2;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2;2;5;1;2;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Sol;Automovel;Ileso;2;2;5;1;3;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Sol;Automovel;Lesoes Graves;5;2;5;1;3;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Sol;Automovel;Obito;1;2;5;1;3;1
Ausencia de sinalizacao;Tombamento;Pleno dia;Sol;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Animal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;3;2;2;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Animal;Plena Noite;Ceu Claro;Motocicleta;Obito;1;3;2;2;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Automovel;Ileso;1;3;4;2;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhonete;Ileso;1;3;4;2;1;2
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;1;3;4;2;1;2
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;3;4;2;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ceu Claro;Nao se aplica;Obito;1;3;4;2;1;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ignorado;Motocicleta;Lesoes Graves;1;3;4;2;0;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Ignorado;Nao se aplica;Obito;1;3;4;2;0;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Nublado;Automovel;Ileso;1;3;4;2;2;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Plena Noite;Nublado;Nao se aplica;Obito;1;3;4;2;2;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;3;4;1;1;2
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1;3;4;1;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Ceu Claro;Motocicleta;Obito;2;3;4;1;1;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Ceu Claro;Nao se aplica;Lesoes Graves;1;3;4;1;1;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Chuva;Automovel;Ileso;6;3;4;1;2;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Chuva;Automovel;Lesoes Graves;3;3;4;1;2;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Chuva;Automovel;Lesoes Leves;3;3;4;1;2;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Chuva;Nao se aplica;Lesoes Graves;3;3;4;1;2;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Nublado;Automovel;Ileso;1;3;4;1;2;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Nublado;Nao se aplica;Lesoes Leves;1;3;4;1;2;3
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Sol;Caminhao;Ileso;2;3;4;1;3;2
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Sol;Motocicleta;Lesoes Leves;1;3;4;1;3;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Sol;Motocicleta;Obito;1;3;4;1;3;1
Avarias e/ou desgaste excessivo no pneu;Atropelamento de Pedestre;Pleno dia;Sol;Nao se aplica;Obito;1;3;4;1;3;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Ceu Claro;Automovel;Lesoes Graves;1;3;5;4;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Ceu Claro;Automovel;Lesoes Leves;4;3;5;4;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Chuva;Utilitario;Ileso;1;3;5;4;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Chuva;Utilitario;Lesoes Leves;3;3;5;4;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Chuva;Utilitario;Obito;1;3;5;4;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Amanhecer;Nublado;Automovel;Lesoes Leves;1;3;5;4;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Anoitecer;Ceu Claro;Automovel;Lesoes Graves;1;3;5;4;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;6;3;5;4;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Anoitecer;Chuva;Nao Informado;Lesoes Leves;4;3;5;4;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Anoitecer;Nublado;Automovel;Lesoes Leves;2;3;5;4;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Automovel;Ileso;4;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;13;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Automovel;Obito;1;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;2;3;5;2;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Caminhonete;Ileso;2;3;5;2;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;2;3;5;2;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Ceu Claro;Nao se aplica;Ileso;1;3;5;2;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Automovel;Ileso;6;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Automovel;Lesoes Graves;2;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Automovel;Lesoes Leves;4;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Automovel;Obito;1;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Caminhao;Lesoes Leves;2;3;5;2;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Caminhao-trator;Ileso;2;3;5;2;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Nao Informado;Lesoes Graves;3;3;5;2;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Nao Informado;Obito;3;3;5;2;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Utilitario;Lesoes Graves;1;3;5;2;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Chuva;Utilitario;Lesoes Leves;3;3;5;2;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Nublado;Automovel;Ileso;1;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Nublado;Automovel;Lesoes Graves;2;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Nublado;Automovel;Obito;1;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Plena Noite;Nublado;Motocicleta;Lesoes Leves;2;3;5;2;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;15;3;5;1;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;19;3;5;1;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Automovel;Obito;1;3;5;1;1;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhao;Ileso;3;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;5;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhonete;Ileso;3;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;2;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;5;3;5;1;1;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Nao Informado;Ileso;2;3;5;1;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Nao Informado;Lesoes Graves;7;3;5;1;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;1;3;5;1;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Nao Informado;Obito;1;3;5;1;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Ceu Claro;Utilitario;Ileso;2;3;5;1;1;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Automovel;Ileso;15;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Automovel;Lesoes Graves;4;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Automovel;Lesoes Leves;29;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Caminhao;Ileso;1;3;5;1;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Caminhonete;Lesoes Graves;2;3;5;1;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Caminhonete;Lesoes Leves;13;3;5;1;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Utilitario;Ileso;3;3;5;1;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Utilitario;Lesoes Leves;6;3;5;1;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Chuva;Utilitario;Obito;1;3;5;1;2;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Garoa/Chuvisco;Automovel;Ileso;2;3;5;1;3;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Graves;2;3;5;1;3;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;5;3;5;1;3;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Garoa/Chuvisco;Nao Informado;Lesoes Leves;1;3;5;1;3;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;3;3;5;1;3;3
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Nublado;Automovel;Ileso;5;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Nublado;Automovel;Lesoes Leves;6;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Nublado;Automovel;Obito;1;3;5;1;2;1
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Nublado;Caminhonete;Ileso;1;3;5;1;2;2
Avarias e/ou desgaste excessivo no pneu;Capotamento;Pleno dia;Nublado;Caminhonete;Lesoes Leves;2;3;5;1;2;2
