causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Anoitecer;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Automovel;Ileso;8
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Caminhonete;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Automovel;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Automovel;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Caminhao;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Caminhao-trator;Ileso;5
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Caminhao-trator;Lesoes Graves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Plena Noite;Chuva;Caminhonete;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Automovel;Ileso;8
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhonete;Ileso;3
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Micro-onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Micro-onibus;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Utilitario;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Amanhecer;Nublado;Caminhonete;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Amanhecer;Nublado;Onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Anoitecer;Garoa/Chuvisco;Automovel;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Anoitecer;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Anoitecer;Garoa/Chuvisco;Nao Informado;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Automovel;Ileso;5
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Bicicleta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Caminhao;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Ceu Claro;Nao Informado;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Chuva;Automovel;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Chuva;Caminhonete;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Nublado;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Plena Noite;Nublado;Onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Ileso;16
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Caminhao;Ileso;9
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Caminhonete;Ileso;5
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;11
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Obito;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Nao Informado;Ileso;7
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Ceu Claro;Utilitario;Ileso;7
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Chuva;Automovel;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Chuva;Automovel;Lesoes Graves;6
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Chuva;Automovel;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Chuva;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Nublado;Automovel;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Nublado;Automovel;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Nublado;Caminhonete;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Nublado;Motocicleta;Lesoes Leves;5
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Nublado;Utilitario;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Sol;Automovel;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao transversal;Pleno dia;Sol;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Automovel;Ileso;11
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Automovel;Lesoes Leves;5
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Bicicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;5
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Caminhao-trator;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Caminhonete;Ileso;5
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Caminhonete;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Micro-onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Motocicleta;Lesoes Graves;5
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Motocicleta;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Nao Informado;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Nao Informado;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Onibus;Ileso;33
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Onibus;Lesoes Graves;6
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ceu Claro;Onibus;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Automovel;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Caminhao;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Caminhao;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Caminhao-trator;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Caminhonete;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Micro-onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Chuva;Motocicleta;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Garoa/Chuvisco;Automovel;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Garoa/Chuvisco;Automovel;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Garoa/Chuvisco;Nao Informado;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ignorado;Automovel;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ignorado;Motocicleta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Ignorado;Onibus;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;3
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Automovel;Ileso;7
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Automovel;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Caminhonete;Ileso;3
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Caminhonete;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Motocicleta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Motocicleta;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Nublado;Onibus;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Sol;Automovel;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Sol;Motoneta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Vento;Automovel;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Vento;Automovel;Lesoes Graves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Amanhecer;Vento;Caminhao;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Automovel;Ileso;35
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Caminhao;Ileso;8
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Caminhao;Lesoes Leves;3
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Caminhao-trator;Ileso;8
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Caminhonete;Ileso;7
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Ciclomotor;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motocicleta;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motocicleta;Lesoes Graves;12
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;37
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motoneta;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motoneta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Motoneta;Lesoes Leves;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Nao Informado;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Onibus;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Onibus;Lesoes Leves;7
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Ceu Claro;Utilitario;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Automovel;Ileso;16
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Automovel;Lesoes Leves;8
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Caminhonete;Ileso;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Motocicleta;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Motocicleta;Lesoes Graves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Motocicleta;Lesoes Leves;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Chuva;Nao Informado;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Automovel;Ileso;11
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Automovel;Lesoes Leves;5
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Caminhao;Ileso;4
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Caminhao-trator;Ileso;6
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Caminhonete;Ileso;1
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Caminhonete;Lesoes Leves;2
Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Anoitecer;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1
